workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,Index,Construction,Context,Question,Response,Adj,Tense
209,3VELCLL3GLODJP97LEWX6HYCQ4GF15,3,36,"""english""","""Yes""","""""",Trial10,3 1 is_not_stupid_to I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster. Is_Judy_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster? 3 stupid Pres,10,3,1,is_not_stupid_to,I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster.,Is_Judy_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster?,3,stupid,Pres
248,33NF62TLXK7VUSHPCET0QUM3SHYJKG,8,52,"""English""","""Yes""","""Interesting+HIT""",Trial10,8 69 was_not_fortunate_to Four_months_after_her_last_Prolotherapy_treatment__Tessie_is_still_doing_great._But_what_would_have_happened_if_she_was_not_fortunate_to_be_married_to_Joe? Is_Judy_certain_that_Tessie_is_married_to_Joe? 7 fortunate Past,10,8,69,was_not_fortunate_to,Four_months_after_her_last_Prolotherapy_treatment__Tessie_is_still_doing_great._But_what_would_have_happened_if_she_was_not_fortunate_to_be_married_to_Joe?,Is_Judy_certain_that_Tessie_is_married_to_Joe?,7,fortunate,Past
39,3RXPCZQMQQGJXP52WY2FO2YORJH1GR,8,30,"""English""","""Yes""","""""",Trial10,8 31 was_not_smart_to So_I_did._They_explained_to_me_in_simple_terms_that_any_infection_may_have_serious_repercussions._That_I_was_not_smart_to_not_have_told_them__and_don't_do_it_again. Is_Judy_certain_that_she_didn't_tell_them? 7 smart Past,10,8,31,was_not_smart_to,So_I_did._They_explained_to_me_in_simple_terms_that_any_infection_may_have_serious_repercussions._That_I_was_not_smart_to_not_have_told_them__and_don't_do_it_again.,Is_Judy_certain_that_she_didn't_tell_them?,7,smart,Past
49,3QUO65DNQVTNYZDYM5P74DCNT2XOUS,6,39,"""English""","""Yes""","""""",Trial2,6 29 is_n't_smart_to We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction. Is_Sally_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction? 7 smart Pres,2,6,29,is_n't_smart_to,We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction.,Is_Sally_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction?,7,smart,Pres
224,31N2WW6R9SV9TSNM8IAGUAD9OONF3Q,1,31,"""english""","""Yes""","""""",Trial2,1 145 are_not_lucky_to Alice:_Good_day._My_husband_and_i_were_married_for_four_years_now_but_before_that_he_already_has_a_child_with_his_ex_gf._We_are_not_lucky_to_have_a_child_of_our_own. Is_Alice_certain_that_she_has_a_child_with_her_husband? 1 lucky Pres,2,1,145,are_not_lucky_to,Alice:_Good_day._My_husband_and_i_were_married_for_four_years_now_but_before_that_he_already_has_a_child_with_his_ex_gf._We_are_not_lucky_to_have_a_child_of_our_own.,Is_Alice_certain_that_she_has_a_child_with_her_husband?,1,lucky,Pres
55,3RXPCZQMQQGJXP52WY2FO2YORJ91GJ,4,23,"""english""","""Yes""","""""",Trial2,4 48 are_not_wise_to Those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_are_not_wise_to_advise_others_on_this. Is_Sally_certain_that_those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_advised_or_will_advise_others_on_this? 7 wise Pres,2,4,48,are_not_wise_to,Those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_are_not_wise_to_advise_others_on_this.,Is_Sally_certain_that_those_who_have_Nancy_Pelosi_and_Harry_Reid_as_their_leaders_advised_or_will_advise_others_on_this?,7,wise,Pres
41,3FE2ERCCZYDA6U525JQDU7POLL6POY,3,35,"""English""","""Yes""","""""",Trial2,3 33 was_not_smart_to I_did_mess_up_the_pattern_at_one_point__then_messed_up_the_sock_even_worse_trying_to_fix_the_error_(dropping_a_bunch_of_stitches_intending_to_work_them_back_up_in_pattern_was_not_smart_to_try_while_drugged_up_on_Sudafed). Is_Sally_certain_that_she_tried_to_work_the_stitches_back_up_in_pattern? 5 smart Past,2,3,33,was_not_smart_to,I_did_mess_up_the_pattern_at_one_point__then_messed_up_the_sock_even_worse_trying_to_fix_the_error_(dropping_a_bunch_of_stitches_intending_to_work_them_back_up_in_pattern_was_not_smart_to_try_while_drugged_up_on_Sudafed).,Is_Sally_certain_that_she_tried_to_work_the_stitches_back_up_in_pattern?,5,smart,Past
58,30OG32W0SVGORIG0VQAPL6QFH4ZENN,5,23,"""English""","""Yes""","""""",Trial2,5 151 am_not_mean_to I_am_not_mean_to_disparage_this_bag_by_calling_it_a_joke_bag__http://www.ufashiononline.com__because_this_bag_is_actually_a_joke_bag Is_Sally_certain_that_she_disparaged_or_will_disparage_the_bag? 7 mean Pres,2,5,151,am_not_mean_to,I_am_not_mean_to_disparage_this_bag_by_calling_it_a_joke_bag__http://www.ufashiononline.com__because_this_bag_is_actually_a_joke_bag,Is_Sally_certain_that_she_disparaged_or_will_disparage_the_bag?,7,mean,Pres
191,3H0W84IWBL796G8SOXR6UQVPI1OERB,5,36,"""English""","""Yes""","""""",Trial2,5 39 were_not_smart_to Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._ Is_Sally_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them? 1 smart Past,2,5,39,were_not_smart_to,Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._,Is_Sally_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them?,1,smart,Past
73,3RGU30DZTBDQKGHSXQ6G57E7HMKMJF,5,18,"""English""","""Yes""","""""",Trial2,5 65 was_not_fortunate_to Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20. Is_Sally_certain_that_she_started_at_that_tender_age? 1 fortunate Past,2,5,65,was_not_fortunate_to,Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20.,Is_Sally_certain_that_she_started_at_that_tender_age?,1,fortunate,Past
101,3MD9PLUKKJJM2D7WRDO26GRX5A7ZND,5,54,"""english""","""Yes""","""none""",Trial2,5 39 were_not_smart_to Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._ Is_Sally_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them? 7 smart Past,2,5,39,were_not_smart_to,Do_you_think_Tang_and_Mabor_are_weak_to_discover_your_plan_of_assassination?_Tang_and_Mabor_are_wise_and_good_nationals._But__it_seems_to_people_like_they_were_not_smart_to_preview_your_evil_plot_against_them_while_it_is_a_right_thing_to_trust_your_countrymen_when_the_issues_are_discussed_in_peaceful_manner._,Is_Sally_certain_that_Tang_and_Mabor_previewed_the_evil_plot_against_them?,7,smart,Past
87,36NEMU28XGICQ0HR4PPVUX8FJIUMWB,2,29,"""English""","""Yes""","""""",Trial2,2 55 was_not_foolish_to Archbishop_Williams_categorically_pointed_out_that_none_of_the_people_he_had_trained_to_become_pastors_could_rub_shoulders_with_him_for_the_reason_that_he_did_not_impart_all_of_his_knowledge_on_them._He_emphasized_that_he_was_not_foolish_to_give_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained__because_he_knew_for_a_fact_that_when_he_did_that_the_people_could_one_day_rub_shoulders_with_him. Is_Sally_certain_that_Archbishop_Williams_gave_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained? 1 foolish Past,2,2,55,was_not_foolish_to,Archbishop_Williams_categorically_pointed_out_that_none_of_the_people_he_had_trained_to_become_pastors_could_rub_shoulders_with_him_for_the_reason_that_he_did_not_impart_all_of_his_knowledge_on_them._He_emphasized_that_he_was_not_foolish_to_give_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained__because_he_knew_for_a_fact_that_when_he_did_that_the_people_could_one_day_rub_shoulders_with_him.,Is_Sally_certain_that_Archbishop_Williams_gave_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained?,1,foolish,Past
179,3VA45EW49OS7P2M0KHFNTB7QI501O6,7,29,"""English""","""Yes""","""""",Trial2,7 123 was_not_lucky_to It_seems_that_there_is_not_a_specific_test_kit_to_certificate_thin_client__or__if_existing__i_was_not_lucky_to_find_it. Is_Sally_certain_that_she_found_a_specific_test_kit? 1 lucky Past,2,7,123,was_not_lucky_to,It_seems_that_there_is_not_a_specific_test_kit_to_certificate_thin_client__or__if_existing__i_was_not_lucky_to_find_it.,Is_Sally_certain_that_she_found_a_specific_test_kit?,1,lucky,Past
92,3YGXWBAF71MN8CMGHUPYW9KC5BR4CP,8,53,"""English""","""Yes""","""""",Trial2,8 112 were_not_fortunate_to Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so. Is_Sally_certain_that_she_met_with_Edouard_Bontemps_on_the_hospital_grounds? 1 fortunate Past,2,8,112,were_not_fortunate_to,Have_tried_to_reach_Edouard_Bontemps__the_ICS_Haitian_Section_President__but_I_was_not_successful._He_did_send_me_an_email_telling_me_that_he_will_meet_me_on_the_Hospital_grounds__but_we_were_not_fortunate_to_do_so.,Is_Sally_certain_that_she_met_with_Edouard_Bontemps_on_the_hospital_grounds?,1,fortunate,Past
222,3TUI152ZZCSAAEZGZU7RIG2QX6IQ13,1,39,"""english""","""Yes""","""""",Trial2,1 120 was_not_lucky_to Not_even_a_40_foot_ladder_could_reach_this_roof__so_I_had_to_use_a_boom_(bucket)_lift._I_got_a_60'_lift_for_this_particular_job__and_it_worked_out_nicely._I_took_the_above_photo_while_working_in_the_lift._You_can_see_the_tiles._They_look_nice_and_neat_in_the_photo__but_up_close__they_were_riddled_with_gaps._I_spent_a_great_deal_of_time_sealing_them._I_was_lucky_to_have_level_and_relatively_unobstructed_ground._I_was_not_lucky_to_have_recent_rains_and_a_several_ton_machine_to_drive_on_the_soft_ground. Is_Sally_certain_that_she_had_recent_rains? 7 lucky Past,2,1,120,was_not_lucky_to,Not_even_a_40_foot_ladder_could_reach_this_roof__so_I_had_to_use_a_boom_(bucket)_lift._I_got_a_60'_lift_for_this_particular_job__and_it_worked_out_nicely._I_took_the_above_photo_while_working_in_the_lift._You_can_see_the_tiles._They_look_nice_and_neat_in_the_photo__but_up_close__they_were_riddled_with_gaps._I_spent_a_great_deal_of_time_sealing_them._I_was_lucky_to_have_level_and_relatively_unobstructed_ground._I_was_not_lucky_to_have_recent_rains_and_a_several_ton_machine_to_drive_on_the_soft_ground.,Is_Sally_certain_that_she_had_recent_rains?,7,lucky,Past
6,3PMBY0YE288O5ISSYPLPDHVSR35C9T,3,32,"""english""","""Yes""","""""",Trial2,3 1 is_not_stupid_to I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster. Is_Sally_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster? 5 stupid Pres,2,3,1,is_not_stupid_to,I_think_it_makes_it_better_to_have_a_whole_new_monster_and_if_it_was_a_sequel__then_Paramount_would_have_invested_more_money._Moreover__we_know_JJ__he_is_not_stupid_to_just_'copy_and_paste'_a_monster.,Is_Sally_certain_that_JJ_'copied_and_pasted'_or_will_'copy_and_paste'_a_monster?,5,stupid,Pres
66,3RSDURM96BRI3HKE2SJ02MOMLO3EYD,3,28,"""English""","""Yes""","""""",Trial2,3 70 was_not_fortunate_to Mr._Anderson__Just_discovered_your_site_on_The_1939_40_New_York_World's_Fair._It_brought_back_a_lot_of_memories_for_me._Thanks_for_the_time_you_spent_in_constructing_this_site._I_was_not_fortunate_to_visit_the_1939_40_World's_Fair_but_I_had_an_uncle_who_did. Is_Sally_certain_that_she_visited_the_1939_40_World's_Fair? 1 fortunate Past,2,3,70,was_not_fortunate_to,Mr._Anderson__Just_discovered_your_site_on_The_1939_40_New_York_World's_Fair._It_brought_back_a_lot_of_memories_for_me._Thanks_for_the_time_you_spent_in_constructing_this_site._I_was_not_fortunate_to_visit_the_1939_40_World's_Fair_but_I_had_an_uncle_who_did.,Is_Sally_certain_that_she_visited_the_1939_40_World's_Fair?,1,fortunate,Past
20,36NEMU28XGICQ0HR4PPVUX8FJITWMK,5,25,"""English""","""Yes""","""""",Trial2,5 106 were_not_fortunate_to The_Lobster_Roll_restaurant_perfectly_satisfied_our_desire_for_seafood_and_especially_lobster_rolls._We_liked_the_most_casual_and_relaxed_atmosphere._Prices_were_reasonable_with_none_of_the_items_going_over_twenty_dollars._We_were_not_fortunate_to_return_here_during_our_stay_but_if_we_were_locals_or_regular_visitors_to_this_part_of_Long_Island_we_would_be_here_often. Is_Sally_certain_that_she_returned_to_the_Lobster_Roll_restaurant_during_her_stay? 1 fortunate Past,2,5,106,were_not_fortunate_to,The_Lobster_Roll_restaurant_perfectly_satisfied_our_desire_for_seafood_and_especially_lobster_rolls._We_liked_the_most_casual_and_relaxed_atmosphere._Prices_were_reasonable_with_none_of_the_items_going_over_twenty_dollars._We_were_not_fortunate_to_return_here_during_our_stay_but_if_we_were_locals_or_regular_visitors_to_this_part_of_Long_Island_we_would_be_here_often.,Is_Sally_certain_that_she_returned_to_the_Lobster_Roll_restaurant_during_her_stay?,1,fortunate,Past
252,3ZAZR5XV02N3B9A52NFOQ5XL66TZCV,1,25,"""english""","""Yes""","""""",Trial2,1 120 was_not_lucky_to Not_even_a_40_foot_ladder_could_reach_this_roof__so_I_had_to_use_a_boom_(bucket)_lift._I_got_a_60'_lift_for_this_particular_job__and_it_worked_out_nicely._I_took_the_above_photo_while_working_in_the_lift._You_can_see_the_tiles._They_look_nice_and_neat_in_the_photo__but_up_close__they_were_riddled_with_gaps._I_spent_a_great_deal_of_time_sealing_them._I_was_lucky_to_have_level_and_relatively_unobstructed_ground._I_was_not_lucky_to_have_recent_rains_and_a_several_ton_machine_to_drive_on_the_soft_ground. Is_Sally_certain_that_she_had_recent_rains? 7 lucky Past,2,1,120,was_not_lucky_to,Not_even_a_40_foot_ladder_could_reach_this_roof__so_I_had_to_use_a_boom_(bucket)_lift._I_got_a_60'_lift_for_this_particular_job__and_it_worked_out_nicely._I_took_the_above_photo_while_working_in_the_lift._You_can_see_the_tiles._They_look_nice_and_neat_in_the_photo__but_up_close__they_were_riddled_with_gaps._I_spent_a_great_deal_of_time_sealing_them._I_was_lucky_to_have_level_and_relatively_unobstructed_ground._I_was_not_lucky_to_have_recent_rains_and_a_several_ton_machine_to_drive_on_the_soft_ground.,Is_Sally_certain_that_she_had_recent_rains?,7,lucky,Past
130,36TFCYNS45F5NML6NX544BEQBY1HXQ,8,37,"""english""","""Yes""","""""",Trial2,8 4 is_not_stupid_to Clinton_himself_signed_the_relevant_law._He_is_not_stupid_to_fall_into_that_trap_especially_with_his_experience_with_'depends_on_the_definition_of_it.' Is_Sally_certain_that_Clinton_fell_or_will_fall_into_that_trap? 3 stupid Pres,2,8,4,is_not_stupid_to,Clinton_himself_signed_the_relevant_law._He_is_not_stupid_to_fall_into_that_trap_especially_with_his_experience_with_'depends_on_the_definition_of_it.',Is_Sally_certain_that_Clinton_fell_or_will_fall_into_that_trap?,3,stupid,Pres
46,3LRLIPTPEREKTZELI8GNXVJK2UWKAT,5,24,"""english""","""Yes""","""""",Trial2,5 106 were_not_fortunate_to The_Lobster_Roll_restaurant_perfectly_satisfied_our_desire_for_seafood_and_especially_lobster_rolls._We_liked_the_most_casual_and_relaxed_atmosphere._Prices_were_reasonable_with_none_of_the_items_going_over_twenty_dollars._We_were_not_fortunate_to_return_here_during_our_stay_but_if_we_were_locals_or_regular_visitors_to_this_part_of_Long_Island_we_would_be_here_often. Is_Sally_certain_that_she_returned_to_the_Lobster_Roll_restaurant_during_her_stay? 7 fortunate Past,2,5,106,were_not_fortunate_to,The_Lobster_Roll_restaurant_perfectly_satisfied_our_desire_for_seafood_and_especially_lobster_rolls._We_liked_the_most_casual_and_relaxed_atmosphere._Prices_were_reasonable_with_none_of_the_items_going_over_twenty_dollars._We_were_not_fortunate_to_return_here_during_our_stay_but_if_we_were_locals_or_regular_visitors_to_this_part_of_Long_Island_we_would_be_here_often.,Is_Sally_certain_that_she_returned_to_the_Lobster_Roll_restaurant_during_her_stay?,7,fortunate,Past
89,3C5W7UE9CGVRF0MHEULHWGMMSK0MX4,6,33,"""english""","""Yes""","""""",Trial2,6 73 was_not_fortunate_to Heather:_Wasn't_helpful_though._And_yes__everything_turns_golden__even_the_hair._One_of_the_more_common_transformation_that_I_am_used_too._Unlike_say_the_mermaid_I_turned_into_when_I_first_met_Alex___which_was_embarrassing_for_me__suddenly_having_a_fin_tail_as_opposed_to_legs._When_I_transformed_back_I_was_not_fortunate_to_have_a_costume_made_of_unstable_molecules._ Is_Heather_certain_that_she_had_a_costume_made_of_unstable_molecules? 1 fortunate Past,2,6,73,was_not_fortunate_to,Heather:_Wasn't_helpful_though._And_yes__everything_turns_golden__even_the_hair._One_of_the_more_common_transformation_that_I_am_used_too._Unlike_say_the_mermaid_I_turned_into_when_I_first_met_Alex___which_was_embarrassing_for_me__suddenly_having_a_fin_tail_as_opposed_to_legs._When_I_transformed_back_I_was_not_fortunate_to_have_a_costume_made_of_unstable_molecules._,Is_Heather_certain_that_she_had_a_costume_made_of_unstable_molecules?,1,fortunate,Past
