workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough,AdjPure
50,3D8YOU6S9EL5LQJUOROAQWODFDG6U1,6,27,"English%2C+Spanish","Yes",Trial14,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,14,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
113,3DQQ64TANGMQN0Q4YN2KEK0RVYGPWO,5,32,"english","Yes",Trial14,6 15-fortunate-CxC-noE CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 7 fortunate She_was_wearing_high_heels. to_be_wearing_flip-flops noE,14,6,15-fortunate-CxC-noE,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,7,fortunate,She_was_wearing_high_heels.,to_be_wearing_flip-flops,noE,fortunate
130,3YHH42UU5BG7OPALDOGSQ8I3PJ2L0M,11,20,"English","Yes",Trial14,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,14,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
127,369J354OFDBMG8IZ4MZTMHNM652G6C,8,30,"English","Yes",Trial14,9 4-smart-CnC-noE CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 1 smart She_left_the_baby_unattended. to_keep_an_eye_on_the_baby_at_all_times noE,14,9,4-smart-CnC-noE,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,1,smart,She_left_the_baby_unattended.,to_keep_an_eye_on_the_baby_at_all_times,noE,smart
69,30MVJZJNHMEJPTAYAZN83464OYRJ9U,8,31,"English","Yes",Trial14,9 7-stupid-CxC-noE CxC Zack_had_the_measles. He_went_to_school. 5 stupid He_stayed_in_his_room. to_go_to_school noE,14,9,7-stupid-CxC-noE,CxC,Zack_had_the_measles.,He_went_to_school.,5,stupid,He_stayed_in_his_room.,to_go_to_school,noE,stupid
124,32VNZTT0A75ZQBNZ190QONHFCN7R4Y,7,53,"english","Yes",Trial14,8 30-lucky-CnC-noE CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 7 lucky She_got_badly_hurt. to_get_away_unscathed noE,14,8,30-lucky-CnC-noE,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,7,lucky,She_got_badly_hurt.,to_get_away_unscathed,noE,lucky
126,3GLB5JMZFXWL1HXEE977SNXEOT5DGM,10,32,"English","Yes",Trial14,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,14,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
117,3X65QVEQI0ORIH51P49CL9K4ZAECLQ,9,54,"English","Yes",Trial14,10 9-stupid-CnC-noE CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 1 stupid He_broke_up_with_her. to_marry_her noE,14,10,9-stupid-CnC-noE,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,1,stupid,He_broke_up_with_her.,to_marry_her,noE,stupid
44,32SVAV9L3FAM9YIEZK9LJS0ZZL33A2,10,30,"English","Yes",Trial14,11 15-fortunate-CnC-E CnC Sue_was_traveling_in_France. She_spoke_some_French. 5 fortunate_enough She_couldn't_understand_the_language. to_speak_some_French E,14,11,15-fortunate-CnC-E,CnC,Sue_was_traveling_in_France.,She_spoke_some_French.,5,fortunate_enough,She_couldn't_understand_the_language.,to_speak_some_French,E,fortunate
34,3BEFOD78W6U8TVA7W1492ON572P4M9,10,58,"english","Yes",Trial14,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,14,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
108,3HQUKB7LNFFGDTXRKB8F48ODVLBHHY,10,39,"English","Yes",Trial14,11 37-foolish-CxC-E CxC Kate_was_completely_broke. She_went_shopping. 7 foolish_enough She_stayed_home. to_go_shopping E,14,11,37-foolish-CxC-E,CxC,Kate_was_completely_broke.,She_went_shopping.,7,foolish_enough,She_stayed_home.,to_go_shopping,E,foolish
37,3QL2OFSM96JH6H8M1HPRY1OT45FCNT,10,29,"English","Yes",Trial14,11 31-wise-CnC-noE CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 5 wise He_waited_a_week_to_cancel_the_cards. to_cancel_the_credit_cards_immediately noE,14,11,31-wise-CnC-noE,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,5,wise,He_waited_a_week_to_cancel_the_cards.,to_cancel_the_credit_cards_immediately,noE,wise
75,36DSNE9QZ5ZMWGE4CO6Q0U1TKZVJOV,9,30,"English","Yes",Trial14,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,14,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
22,31Z0PCVWUKG9PDIA7W3SRE27RAK7T1,1,22,"English","Yes",Trial15,2 15-fortunate-CxC-E CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 3 fortunate_enough She_was_wearing_high_heels. to_be_wearing_flip-flops E,15,2,15-fortunate-CxC-E,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,3,fortunate_enough,She_was_wearing_high_heels.,to_be_wearing_flip-flops,E,fortunate
20,354P56DE9K48AD5VIWY2H96LPR67SC,1,25,"english","Yes",Trial15,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,15,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
16,3TE3O857309PNX8CXVH2V8KHS91R2S,1,35,"english","Yes",Trial15,2 3-smart-CxC-E CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 5 smart_enough She_dropped_out_of_school. to_go_to_school E,15,2,3-smart-CxC-E,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,5,smart_enough,She_dropped_out_of_school.,to_go_to_school,E,smart
118,374TNBHA8BWFCHMJD1ZXZMBHB2UQY7,5,61,"English","Yes",Trial15,6 15-fortunate-CxC-noE CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 6 fortunate She_was_wearing_high_heels. to_be_wearing_flip-flops noE,15,6,15-fortunate-CxC-noE,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,6,fortunate,She_was_wearing_high_heels.,to_be_wearing_flip-flops,noE,fortunate
84,3WI0P0II61TCQ76SUK1JRRBLP0QRD1,7,29,"English","Yes",Trial15,8 33-wise-CxC-E CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 7 wise_enough He_wore_flip-flops. to_wear_hiking_boots E,15,8,33-wise-CxC-E,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,7,wise_enough,He_wore_flip-flops.,to_wear_hiking_boots,E,wise
114,3TMFV4NEP8F5H8RNC609SY516O8W83,6,24,"english","Yes",Trial15,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,15,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
25,3SITXWYCNVA386UKPNG5LJ99NW0BXB,6,30,"English","Yes",Trial15,7 52-rude-CnC-noE CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 1 rude She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping noE,15,7,52-rude-CnC-noE,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,1,rude,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,noE,rude
63,3FDJT1UU749VZQE4PUA3S31FHRY5KE,11,22,"English","Yes",Trial15,12 51-rude-CxC-noE CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 7 rude She_was_using_a_fork. to_use_her_fingers noE,15,12,51-rude-CxC-noE,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,7,rude,She_was_using_a_fork.,to_use_her_fingers,noE,rude
82,3YMU66OBIN92DX2G05QXJ8CCFJ8GH3,6,31,"English","Yes",Trial15,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,15,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
26,3NKQQ8O39Y646ZY9YEWOW2Y5WZUDUR,9,44,"English","Yes",Trial15,10 9-stupid-CnC-noE CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 5 stupid He_broke_up_with_her. to_marry_her noE,15,10,9-stupid-CnC-noE,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,5,stupid,He_broke_up_with_her.,to_marry_her,noE,stupid
92,3TE3O857309PNX8CXVH2V8KHS912R3,8,44,"English","Yes",Trial15,9 28-lucky-CxC-noE CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 7 lucky She_can't_get_a_job. to_get_a_minimum_wage_job noE,15,9,28-lucky-CxC-noE,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,7,lucky,She_can't_get_a_job.,to_get_a_minimum_wage_job,noE,lucky
85,3WSELTNVR33R8FG8EZFC154XSIQATV,2,32,"English","Yes",Trial15,3 47-polite-CnC-E CnC Chad_had_insulted_his_wife. He_apologized. 7 polite_enough He_refused_to_acknowledge_his_insult. to_apologize E,15,3,47-polite-CnC-E,CnC,Chad_had_insulted_his_wife.,He_apologized.,7,polite_enough,He_refused_to_acknowledge_his_insult.,to_apologize,E,polite
98,3HHRAGRYX86XQ41VQCFDB0NQNSRO98,10,32,"English","Yes",Trial15,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,15,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
42,34S9DKFK73QU9K9RX97GVSGC6R7YNS,0,28,"English","Yes",Trial15,1 50-rude-CnC-E CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 7 rude_enough She_was_kind_to_his_unfriendly_wife. to_insult_his_wife E,15,1,50-rude-CnC-E,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,7,rude_enough,She_was_kind_to_his_unfriendly_wife.,to_insult_his_wife,E,rude
11,3SKEMFQBZ36EM8X6NSH64NB6JHZ8KJ,1,24,"English","Yes",Trial15,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,15,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
59,336YQZE83VFQPEE7A6NJ7GTJ6WT5MJ,5,27,"English","Yes",Trial15,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,15,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
2,3MB8LZR5BFU91FHPHHQA9SXC3HYLKI,4,21,"Spanish+and+English","Yes",Trial15,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,15,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
111,3XC1O3LBOSN84Y7CBQ42AJK8MUPTLW,10,31,"English","Yes",Trial15,11 59-mean-CxC-E CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 6 mean_enough He_gave_her_an_ice_tea. to_give_her_a_milk_shake E,15,11,59-mean-CxC-E,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,6,mean_enough,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,E,mean
10,320DUZ38G7NY43X6O5TIVLSRSBCGJ8,4,29,"English","Yes",Trial15,5 10-stupid-CxC-E CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 5 stupid_enough He_threw_away_his_drink. to_take_a_sip E,15,5,10-stupid-CxC-E,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,5,stupid_enough,He_threw_away_his_drink.,to_take_a_sip,E,stupid
71,3BWI6RSP7GA70U0DH1EXSS26O0XE7I,10,28,"English","Yes",Trial15,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 2 sad She_shared_an_apartment_with_some_friends. to_live_alone na,15,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,2,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
119,32Q90QCQ1SMVV97X0V36WX7SUKYEKP,1,29,"english","Yes",Trial15,2 22-brave-CxC-noE CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 7 brave He_curled_up_on_the_ground. to_take_them_on noE,15,2,22-brave-CxC-noE,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,7,brave,He_curled_up_on_the_ground.,to_take_them_on,noE,brave
104,3D4CH1LGEAU9YRKX2T256REOW619G7,6,24,"english","Yes",Trial15,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,15,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
87,3JJVG1YBEBYU6NAAJHXAT0IPUXPB50,6,25,"English","Yes",Trial15,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,15,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
35,39GAF6DQWR1ARJ7XNBMYRMZFL911VF,1,23,"English","Yes",Trial15,2 56-mean-CxC-E CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean_enough He_still_watched_it_with_her. to_turn_off_the_movie E,15,2,56-mean-CxC-E,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean_enough,He_still_watched_it_with_her.,to_turn_off_the_movie,E,mean
13,3KOPY89HM83XARLITQMYCR3IO683JO,1,30,"english","Yes",Trial15,2 3-smart-CxC-E CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 5 smart_enough She_dropped_out_of_school. to_go_to_school E,15,2,3-smart-CxC-E,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,5,smart_enough,She_dropped_out_of_school.,to_go_to_school,E,smart
93,38BQUHLA9W1CXOKPFLJIGMTANRYOM7,8,38,"english","Yes",Trial15,9 45-polite-CxC-noE CxC Chad_watched_a_street_comedian. He_laughed. 5 polite He_frowned_because_he_didn't_like_the_act. to_laugh noE,15,9,45-polite-CxC-noE,CxC,Chad_watched_a_street_comedian.,He_laughed.,5,polite,He_frowned_because_he_didn't_like_the_act.,to_laugh,noE,polite
73,3ND9UOO81K30WFB66V9DX3R7QO7WLP,11,43,"Korean%2C+English","Yes",Trial15,12 10-stupid-CxC-noE CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 5 stupid He_threw_away_his_drink. to_take_a_sip noE,15,12,10-stupid-CxC-noE,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,5,stupid,He_threw_away_his_drink.,to_take_a_sip,noE,stupid
28,3TS1AR6UQQFZ6809CCY3AAN601DF72,3,52,"English","Yes",Trial15,4 59-mean-CnC-E CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 5 mean_enough He_felt_bad_and_apologized. to_laugh_when_she_cried E,15,4,59-mean-CnC-E,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,5,mean_enough,He_felt_bad_and_apologized.,to_laugh_when_she_cried,E,mean
67,3DYGAII7PL9L33UIME3EMVI57XSPQD,11,43,"English","Yes",Trial15,12 30-lucky-CxC-E CxC Eve_did_not_understand_her_chemistry_class. She_got_a_B. 5 lucky_enough She_failed_the_class. to_get_a_B E,15,12,30-lucky-CxC-E,CxC,Eve_did_not_understand_her_chemistry_class.,She_got_a_B.,5,lucky_enough,She_failed_the_class.,to_get_a_B,E,lucky
115,3O7L7BFSHEQ4PEH90SIUJHSF2G9EIE,8,34,"English","Yes",Trial15,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,15,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
128,3OVHNO1VE62LSYSJ41VWDUDKYH9ZD2,6,37,"english","Yes",Trial15,7 52-rude-CnC-noE CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 3 rude She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping noE,15,7,52-rude-CnC-noE,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,3,rude,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,noE,rude
48,3U088ZLJVKUNZJMKH2NUZJZJNQWW0G,1,34,"english","Yes",Trial15,2 44-polite-CxC-E CxC Chad_was_watching_a_theater_play. He_applauded. 4 polite_enough He_didn't_applaud_at_the_end. to_applaud E,15,2,44-polite-CxC-E,CxC,Chad_was_watching_a_theater_play.,He_applauded.,4,polite_enough,He_didn't_applaud_at_the_end.,to_applaud,E,polite
76,3UJ1CZ6IZHQTN9RCU3J5JPSPYLB5SV,6,58,"English","Yes",Trial15,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,15,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
79,3QFUFYSY9YG2NLIQAE0W7Y3W9ZNF4I,7,32,"English","Yes",Trial15,8 30-lucky-CnC-noE CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 5 lucky She_got_badly_hurt. to_get_away_unscathed noE,15,8,30-lucky-CnC-noE,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,5,lucky,She_got_badly_hurt.,to_get_away_unscathed,noE,lucky
81,3NS0A6KXC49O4I2A6RW4JFGHB9PZGC,10,41,"English+","Yes",Trial15,11 59-mean-CxC-E CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 7 mean_enough He_gave_her_an_ice_tea. to_give_her_a_milk_shake E,15,11,59-mean-CxC-E,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,7,mean_enough,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,E,mean
57,3634BBTX0OVWVSH5V3201ZDFEHOFIX,8,31,"English","Yes",Trial15,9 19-brave-CnC-E CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 7 brave_enough He_watched_from_the_river_bank. to_jump_into_the_river E,15,9,19-brave-CnC-E,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,7,brave_enough,He_watched_from_the_river_bank.,to_jump_into_the_river,E,brave
60,32SVAV9L3FAM9YIEZK9LJS0ZYJEA3F,11,23,"English","Yes",Trial15,12 17-fortunate-CxC-E CxC Sue_needed_a_present_for_her_sick_friend. She_had_a_flower_bouquet. 7 fortunate_enough She_didn't_have_anything. to_have_a_flower_bouquet E,15,12,17-fortunate-CxC-E,CxC,Sue_needed_a_present_for_her_sick_friend.,She_had_a_flower_bouquet.,7,fortunate_enough,She_didn't_have_anything.,to_have_a_flower_bouquet,E,fortunate
133,33JKGHPFYCVUF3KDE6J51XT5XHUNMS,5,45,"english","Yes",Trial15,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,15,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"English","Yes",Trial15,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,15,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"english","Yes",Trial15,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 3 sad She_shared_an_apartment_with_some_friends. to_live_alone na,15,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,3,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"English","Yes",Trial15,10 36-wise-CxC-noE CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 1 wise He_kept_her_in_the_same_low-level_position. to_promote_her noE,15,10,36-wise-CxC-noE,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,1,wise,He_kept_her_in_the_same_low-level_position.,to_promote_her,noE,wise
105,3EWIJTFFVO8TIJ0TW2TODDSJGMS0E5,11,54,"English","Yes",Trial15,12 41-foolish-CnC-E CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 6 foolish_enough She_listened_to_him. to_ignore_him E,15,12,41-foolish-CnC-E,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,6,foolish_enough,She_listened_to_him.,to_ignore_him,E,foolish
45,379J5II41OH6FFPFLVF7BXK7JK3LEZ,7,30,"English","Yes",Trial15,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,15,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
58,3M0NZ3JDP1ZQOLDQPVDDFIPSL0CZ5V,8,31,"English","Yes",Trial15,9 59-mean-CxC-noE CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 1 mean He_gave_her_an_ice_tea. to_give_her_a_milk_shake noE,15,9,59-mean-CxC-noE,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,1,mean,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,noE,mean
17,3WETL7AQWT9P3S6X4OI4BHKD65D352,8,22,"English","Yes",Trial15,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,15,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
9,3S06PH7KSR5OX27BWQM4L0T8L2Y1DH,11,31,"English","Yes",Trial15,12 41-foolish-CnC-E CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish_enough She_listened_to_him. to_ignore_him E,15,12,41-foolish-CnC-E,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish_enough,She_listened_to_him.,to_ignore_him,E,foolish
