workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Condition2
89,3K2755HG5S4FNH1J3P1PA2X2M8YFD5,20,30,"English","Yes",Trial12,21 11-stupid-CnD CnD Zack_couldn't_afford_the_leather_jacket. He_started_saving_for_it. 3 stupid,12,21,11-stupid-CnD,CnD,Zack_couldn't_afford_the_leather_jacket.,He_started_saving_for_it.,3,stupid,Cn
270,3NJM2BJS4W7H92KZHW2J2QTO3E9CP5,4,33,"english","Yes",Trial12,5 36-wise-CnC CnC Paul_had_the_flu. He_stayed_in_bed. 7 wise,12,5,36-wise-CnC,CnC,Paul_had_the_flu.,He_stayed_in_bed.,7,wise,Cn
115,32SVAV9L3FAM9YIEZK9LJS0ZYFWA3P,17,34,"English","Yes",Trial12,18 27-lucky-CxD CxD Eve_was_called_in_for_jury_duty. She_was_chosen. 4 lucky,12,18,27-lucky-CxD,CxD,Eve_was_called_in_for_jury_duty.,She_was_chosen.,4,lucky,Cx
224,3OLF68YTN92HPAY7JFANK1PW151FA3,15,53,"english","Yes",Trial12,16 9-stupid-CxC CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 7 stupid,12,16,9-stupid-CxC,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,7,stupid,Cx
11,3C6FJU71TQU74AT0UAJ29N86EJJUYR,18,33,"English","Yes",Trial12,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,12,19,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
184,3X1FV8S5JXS7VYX05U71Y93LNU1GV3,5,18,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,6,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
112,345LHZDEDXT6O7WC5PQCJTCT5IP3UV,16,24,"English","Yes",Trial12,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,12,17,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
168,31QTRG6Q2TEUC5L4DOK8ZHL762RYPZ,23,23,"English","Yes",Trial12,24 20-brave-CnD CnD Greg_witnessed_a_knife_fight. He_watched_from_a_safe_distance. 6 brave,12,24,20-brave-CnD,CnD,Greg_witnessed_a_knife_fight.,He_watched_from_a_safe_distance.,6,brave,Cn
248,369J354OFDBMG8IZ4MZTMHNM61C6G4,0,39,"English","Yes",Trial12,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 5 true,12,1,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,5,true,na
68,333U7HK6I9GVSJNFMFSAP0PUFFFJDC,10,30,"English","Yes",Trial12,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,12,11,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
26,36NEMU28XFEK2XTR67ASXG6WQPGWM2,3,31,"English","Yes",Trial12,4 45-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_laughed. 1 polite,12,4,45-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_laughed.,1,polite,Cx
175,38F71OA9GTXIRB7WGI0STSKWVMQMFU,9,68,"English","Yes",Trial12,10 11-stupid-CxC CxC Zack_is_a_vegetarian. He_ordered_a_steak. 6 stupid,12,10,11-stupid-CxC,CxC,Zack_is_a_vegetarian.,He_ordered_a_steak.,6,stupid,Cx
242,37M28K1J0QEXUCK32518ZZHOUCIJAA,4,38,"English","Yes",Trial12,5 15-fortunate-CnD CnD Sue_was_traveling_in_France. She_got_robbed. 1 fortunate,12,5,15-fortunate-CnD,CnD,Sue_was_traveling_in_France.,She_got_robbed.,1,fortunate,Cn
21,3EJJQNKU9R6T2NBUGGK9ICQJHO3HRC,17,49,"English","Yes",Trial12,18 32-wise-CxC CxC Paul_was_being_mugged. He_started_yelling_loudly. 7 wise,12,18,32-wise-CxC,CxC,Paul_was_being_mugged.,He_started_yelling_loudly.,7,wise,Cx
76,3EJPLAJKEMHM7PD4UENI7O3SHR5Z6L,0,29,"English","Yes",Trial12,1 20-brave-CnC CnC Greg_witnessed_a_knife_fight. He_pulled_the_fighters_apart. 7 brave,12,1,20-brave-CnC,CnC,Greg_witnessed_a_knife_fight.,He_pulled_the_fighters_apart.,7,brave,Cn
252,3FE2ERCCZX9IIRH271BAXQN5SSSOPE,1,21,"english","Yes",Trial12,2 54-rude-CnD CnD Ann_was_chatting_with_her_friend_Mark. She_asked_about_his_children. 1 rude,12,2,54-rude-CnD,CnD,Ann_was_chatting_with_her_friend_Mark.,She_asked_about_his_children.,1,rude,Cn
58,3G5F9DBFOPYLVUSBP0PJJ9FM2UGHV5,13,24,"English","Yes",Trial12,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,12,14,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
96,30OG32W0SUCW3FS0X8VMOPOWOBMNEE,9,55,"English","Yes",Trial12,10 26-lucky-CxD CxD Eve_wrote_a_bestselling_novel. She_broke_even. 3 lucky,12,10,26-lucky-CxD,CxD,Eve_wrote_a_bestselling_novel.,She_broke_even.,3,lucky,Cx
24,3VBEN272MK0R36GWBZ2WNMJEOQ9SGC,23,32,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,24,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
2,3SITXWYCNVA386UKPNG5LJ99NSIXB7,13,39,"English","Yes",Trial12,14 41-foolish-CnD CnD Kate's_doctor_told_her_to_lose_weight. She_started_exercising. 2 foolish,12,14,41-foolish-CnD,CnD,Kate's_doctor_told_her_to_lose_weight.,She_started_exercising.,2,foolish,Cn
177,3IO1LGZLK9Y7NTCHLON5U46OII068P,15,41,"English","Yes",Trial12,16 29-lucky-CnD CnD Eve_wanted_to_be_a_model. She_had_bad_skin. 2 lucky,12,16,29-lucky-CnD,CnD,Eve_wanted_to_be_a_model.,She_had_bad_skin.,2,lucky,Cn
88,3018Q3ZVOIRES03GAAAH1Q3F4TDARU,15,33,"English","Yes",Trial12,16 31-wise-CxD CxD Paul_bought_some_heroin_from_a_street_dealer. He_asked_about_the_return_policy. 1 wise,12,16,31-wise-CxD,CxD,Paul_bought_some_heroin_from_a_street_dealer.,He_asked_about_the_return_policy.,1,wise,Cx
178,3KKG4CDWKIZTMBRD7S04X2HL6XC94W,3,27,"English%2C+Chinese%2C+Spanish","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,4,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
197,3OHYZ19UGC6BVNB0IITD7VYAT6TOAZ,10,31,"english","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,11,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
35,3X4JMASXCMAVBGO9MBRYC5MYDLYB0R,1,26,"English","Yes",Trial12,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,12,2,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
214,3WT783CTPBIF58JPYRKI76OZMAWCBM,3,24,"english","Yes",Trial12,4 21-brave-CnC CnC Greg_had_a_traumatic_experience_in_the_war. He_talked_about_what_he_went_through. 7 brave,12,4,21-brave-CnC,CnC,Greg_had_a_traumatic_experience_in_the_war.,He_talked_about_what_he_went_through.,7,brave,Cn
171,37UEWGM5HT9IYCQGERHOQPAC0Z81RY,5,32,"English","Yes",Trial12,6 16-fortunate-CnD CnD Sue_was_training_to_become_a_dancer. She_developed_back_problems. 1 fortunate,12,6,16-fortunate-CnD,CnD,Sue_was_training_to_become_a_dancer.,She_developed_back_problems.,1,fortunate,Cn
264,3R5F3LQFV2LCWVJ8UA9COOPJ2R0ZOB,16,22,"english","Yes",Trial12,17 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 1 stupid,12,17,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,1,stupid,Cx
262,3OS4RQUCR9GM8K3ZPTAJFC92JNOFB0,22,53,"English","Yes",Trial12,23 32-wise-CnC CnC Paul_went_on_a_long_hike. He_brought_plenty_of_water. 7 wise,12,23,32-wise-CnC,CnC,Paul_went_on_a_long_hike.,He_brought_plenty_of_water.,7,wise,Cn
94,3RANCT1ZVFIBR20PKI5I1CA5TA2UBD,19,27,"English","Yes",Trial12,20 35-wise-CnC CnC Paul_was_staying_in_a_bad_part_of_town. He_stayed_at_home_at_night. 6 wise,12,20,35-wise-CnC,CnC,Paul_was_staying_in_a_bad_part_of_town.,He_stayed_at_home_at_night.,6,wise,Cn
255,3R6BYFZZP7DTLN60UP21490U2QBXFQ,6,25,"english","Yes",Trial12,7 17-fortunate-CxD CxD Sue_is_allergic_to_pollen. She_had_a_flower_bouquet. 3 fortunate,12,7,17-fortunate-CxD,CxD,Sue_is_allergic_to_pollen.,She_had_a_flower_bouquet.,3,fortunate,Cx
8,3P4RDNWND57C0U31ETTLGX577KPIJF,16,56,"English","Yes",Trial12,17 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 3 foolish,12,17,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,3,foolish,Cn
216,3PJ71Z61R43CUCUUKAH2Z4AIUD319C,11,53,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,12,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
149,3V0Z7YWSIY1HG4PT6FMCW59KDBZ2V9,0,26,"English","Yes",Trial12,1 52-rude-CnD CnD Ann_was_standing_in_front_of_her_friend's_door. She_knocked_gently. 1 rude,12,1,52-rude-CnD,CnD,Ann_was_standing_in_front_of_her_friend's_door.,She_knocked_gently.,1,rude,Cn
196,37U1UTWH9VN09CA1DCQ35ZXKE5E8RP,22,32,"English","Yes",Trial12,23 58-mean-CnD CnD Jack_had_a_date_last_Sunday. He_paid_for_dinner. 1 mean,12,23,58-mean-CnD,CnD,Jack_had_a_date_last_Sunday.,He_paid_for_dinner.,1,mean,Cn
129,3NKQQ8O39Y646ZY9YEWOW2Y5WVFDU4,15,55,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,16,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
120,37QW5D2ZRGNCARAES1Q8V92G07X8SD,20,23,"English","Yes",Trial12,21 29-lucky-CxC CxC Eve_was_playing_tennis_against_a_pro. She_won_two_games. 5 lucky,12,21,29-lucky-CxC,CxC,Eve_was_playing_tennis_against_a_pro.,She_won_two_games.,5,lucky,Cx
36,3FPRZHYEPY861MLCAF0HFFECJP03VM,21,25,"English","Yes",Trial12,22 37-foolish-CxD CxD Kate_needed_a_new_dress. She_went_shopping. 1 foolish,12,22,37-foolish-CxD,CxD,Kate_needed_a_new_dress.,She_went_shopping.,1,foolish,Cx
179,3TUI152ZZBOIMBBG1CSOLZ074D71QY,18,51,"english","Yes",Trial12,19 18-fortunate-CxC CxC Sue_needed_to_get_some_rest. She_fell_asleep. 5 fortunate,12,19,18-fortunate-CxC,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,5,fortunate,Cx
144,3Z7VU45IPYIR03C7O8B1CSCB9GS1ZS,17,40,"English","Yes",Trial12,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,12,18,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
268,3300DTYQT2IH6C5SD0N3SJJ1TMBEQU,23,37,"English","Yes",Trial12,24 57-mean-CnC CnC Jack's_daughter_made_a_mistake_in_her_homework. He_made_fun_of_her. 7 mean,12,24,57-mean-CnC,CnC,Jack's_daughter_made_a_mistake_in_her_homework.,He_made_fun_of_her.,7,mean,Cn
66,37TRT2X24QS2DMPV8J14UA1UCU5JB7,9,32,"English","Yes",Trial12,10 26-lucky-CxD CxD Eve_wrote_a_bestselling_novel. She_broke_even. 1 lucky,12,10,26-lucky-CxD,CxD,Eve_wrote_a_bestselling_novel.,She_broke_even.,1,lucky,Cx
142,37UEWGM5HT9IYCQGERHOQPAC0Z8R1O,17,51,"English","Yes",Trial12,18 53-rude-CnC CnC Ann_had_insulted_her_husband. She_laughed_at_his_tears. 7 rude,12,18,53-rude-CnC,CnC,Ann_had_insulted_her_husband.,She_laughed_at_his_tears.,7,rude,Cn
91,308XBLVESI5JBA88GOADW1NLMBZRB7,4,37,"Englidh","Yes",Trial12,5 53-rude-CnD CnD Ann_had_insulted_her_husband. She_apologized. 1 rude,12,5,53-rude-CnD,CnD,Ann_had_insulted_her_husband.,She_apologized.,1,rude,Cn
228,36PW28KO4ZXPJWYBO4QH2J4WP4PAEJ,2,39,"English","Yes",Trial12,3 32-wise-CxD CxD Paul_was_attending_a_church_service. He_started_yelling_loudly. 3 wise,12,3,32-wise-CxD,CxD,Paul_was_attending_a_church_service.,He_started_yelling_loudly.,3,wise,Cx
70,3URFVVM165J79035QWLLNUH8KDPUZK,5,33,"English","Yes",Trial12,6 58-mean-CnC CnC Jack_had_a_date_last_Sunday. He_stood_up_his_date. 7 mean,12,6,58-mean-CnC,CnC,Jack_had_a_date_last_Sunday.,He_stood_up_his_date.,7,mean,Cn
117,3I3WADAZ9Q5EPHZJNM2WZKIO1SUO5V,13,33,"english","Yes",Trial12,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,12,14,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
93,3QBD8R3Z21KWTYVJ9HJMUSCA1WZO4Q,18,39,"English","Yes",Trial12,19 34-wise-CxC CxC Paul_was_burnt_out_from_work. He_took_a_vacation. 7 wise,12,19,34-wise-CxC,CxC,Paul_was_burnt_out_from_work.,He_took_a_vacation.,7,wise,Cx
100,3X87C8JFV6CIGVAAEV78H0NGUDLSQA,11,60,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,12,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
221,3WETL7AQWT9P3S6X4OI4BHKD61Z35G,9,38,"english","Yes",Trial12,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,12,10,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
44,37FMASSAYCS6IB5PQ1G4I9MUZFJBIQ,20,31,"english","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,21,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
247,31IBVUNM9S01HY15UA1JGO39MF7VFP,15,25,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,16,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
261,35DR22AR5DLY5BQ7AU1Z30BXZ1BX3O,7,38,"English","Yes",Trial12,8 18-fortunate-CnD CnD Sue_had_a_backstage_pass_for_a_Beyonce_concert. She_was_kicked_out_by_a_bouncer. 1 fortunate,12,8,18-fortunate-CnD,CnD,Sue_had_a_backstage_pass_for_a_Beyonce_concert.,She_was_kicked_out_by_a_bouncer.,1,fortunate,Cn
122,3E7TUJ2EGCN6M7A6031X06BRJBAD9K,23,63,"English","Yes",Trial12,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,12,24,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
198,3JZQSN0I3QBIZ1BA5F2XGN0ZZ1LGFP,17,28,"English","Yes",Trial12,18 18-fortunate-CxD CxD Sue_was_at_her_best_friend's_wedding. She_fell_asleep. 3 fortunate,12,18,18-fortunate-CxD,CxD,Sue_was_at_her_best_friend's_wedding.,She_fell_asleep.,3,fortunate,Cx
31,3H7XDTSHKCSKANX5V4CXKBMZU4BGWN,17,56,"english","Yes",Trial12,18 19-brave-CnD CnD Greg_saw_a_child_drowning_in_a_river. He_watched_from_the_river_bank. 1 brave,12,18,19-brave-CnD,CnD,Greg_saw_a_child_drowning_in_a_river.,He_watched_from_the_river_bank.,1,brave,Cn
250,3IOEN3P9S7KPCTSWM3EQFUJG4DZ61C,17,24,"English","Yes",Trial12,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,12,18,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
104,3D4CH1LGEAU9YRKX2T256REOW3Q9GQ,22,32,"english","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 2 true,12,23,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,2,true,na
194,3ZR9AIQJUBABQH307WHB4RGS3UO04J,14,31,"English","Yes",Trial12,15 51-rude-CxD CxD Ann_untied_her_shoes. She_used_her_fingers. 1 rude,12,15,51-rude-CxD,CxD,Ann_untied_her_shoes.,She_used_her_fingers.,1,rude,Cx
12,3X4JMASXCMAVBGO9MBRYC5MYDM60BQ,5,29,"English","Yes",Trial12,6 27-lucky-CxC CxC Eve_was_a_finalist_in_The_Bachelor. She_was_chosen. 5 lucky,12,6,27-lucky-CxC,CxC,Eve_was_a_finalist_in_The_Bachelor.,She_was_chosen.,5,lucky,Cx
219,3MRNMEIQW571N9BFP04N5F2MJ5UDLK,22,45,"english","Yes",Trial12,23 58-mean-CnD CnD Jack_had_a_date_last_Sunday. He_paid_for_dinner. 1 mean,12,23,58-mean-CnD,CnD,Jack_had_a_date_last_Sunday.,He_paid_for_dinner.,1,mean,Cn
38,3KB8R4ZV1E8SMKZU0DG1XX9EK3WBG5,14,35,"English","Yes",Trial12,15 2-smart-CnD CnD Jane_was_arrested_for_fraud. She_had_incriminating_documents_in_her_briefcase. 1 smart,12,15,2-smart-CnD,CnD,Jane_was_arrested_for_fraud.,She_had_incriminating_documents_in_her_briefcase.,1,smart,Cn
103,3L4PIM1GQTHFOI1JQGOX4CLM7LPRYW,23,33,"english","Yes",Trial12,24 50-rude-CxC CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 7 rude,12,24,50-rude-CxC,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,7,rude,Cx
62,3M1CVSFP606EGZOGXVLHW0TA88KQAK,13,21,"English","Yes",Trial12,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 6 true,12,14,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,6,true,na
121,3N4BPTXIO8TCK54JQVIB0FTVG5KKUY,14,22,"English+and+Cantonese","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,15,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
134,3EA3QWIZ4IW6EXZ6QN7PI3SG5NPITV,3,30,"English","Yes",Trial12,4 16-fortunate-CxD CxD Sue_lives_with_two_big_dogs. She_had_a_tiny_apartment. 1 fortunate,12,4,16-fortunate-CxD,CxD,Sue_lives_with_two_big_dogs.,She_had_a_tiny_apartment.,1,fortunate,Cx
243,3ZY8KE4ISJ4Y8NRE8QCDSN7NTILVQQ,7,24,"English","Yes",Trial12,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,12,8,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
28,32ZKVD547FORS8N65Y9HE3K5GYSB3Y,19,32,"English","Yes",Trial12,20 56-mean-CxD CxD Jack's_young_daughter_was_watching_an_R-rated_movie. He_turned_off_the_movie. 1 mean,12,20,56-mean-CxD,CxD,Jack's_young_daughter_was_watching_an_R-rated_movie.,He_turned_off_the_movie.,1,mean,Cx
165,3JJVG1YBEBYU6NAAJHXAT0IPUUJB5O,16,30,"English","Yes",Trial12,17 33-wise-CxC CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 7 wise,12,17,33-wise-CxC,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,7,wise,Cx
87,3I3WADAZ9Q5EPHZJNM2WZKIO1T2O55,21,31,"English","Yes",Trial12,22 36-wise-CnD CnD Paul_had_the_flu. He_went_to_work. 3 wise,12,22,36-wise-CnD,CnD,Paul_had_the_flu.,He_went_to_work.,3,wise,Cn
225,3VSOLARPKBA84F897EVLNXPFSYP39G,23,30,"english","Yes",Trial12,24 50-rude-CxC CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 6 rude,12,24,50-rude-CxC,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,6,rude,Cx
259,39PAAFCODM1B03J6PU68XSIADPKVT4,22,22,"English","Yes",Trial12,23 39-foolish-CnC CnC Kate_went_on_a_beach_vacation. She_worked_insane_hours_every_day. 4 foolish,12,23,39-foolish-CnC,CnC,Kate_went_on_a_beach_vacation.,She_worked_insane_hours_every_day.,4,foolish,Cn
233,3STRJBFXOWSXKSPUQQS1VJ7TXRDKT7,11,48,"English","Yes",Trial12,12 25-lucky-CnD CnD Eve_didn't_hear_her_alarm_clock_this_morning. She_had_an_important_meeting_at_8am. 1 lucky,12,12,25-lucky-CnD,CnD,Eve_didn't_hear_her_alarm_clock_this_morning.,She_had_an_important_meeting_at_8am.,1,lucky,Cn
263,3DY4FPOOA1PYKO6EL51DXDHSP4NVRR,13,27,"English","Yes",Trial12,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,12,14,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
187,3MTMREQS4VJJ0WK294KNOPBWW92WAV,15,27,"English","Yes",Trial12,16 23-brave-CnC CnC Greg_wrote_a_controversial_article. He_used_his_own_name. 5 brave,12,16,23-brave-CnC,CnC,Greg_wrote_a_controversial_article.,He_used_his_own_name.,5,brave,Cn
137,3VW6495TLJ1OLJD54BGRC8EJA85YY6,1,35,"English","Yes",Trial12,2 19-brave-CxD CxD Greg_forgot_to_shave_this_morning. He_admitted_it. 4 brave,12,2,19-brave-CxD,CxD,Greg_forgot_to_shave_this_morning.,He_admitted_it.,4,brave,Cx
136,3TXMY6UCAEP29ELEH9H82VJY8B5QCM,22,28,"English","Yes",Trial12,23 4-smart-CxC CxC Jane_always_has_to_know_what_time_it_is. She_bought_a_watch. 7 smart,12,23,4-smart-CxC,CxC,Jane_always_has_to_know_what_time_it_is.,She_bought_a_watch.,7,smart,Cx
37,32VNZTT0A75ZQBNZ190QONHFCKRR4C,20,30,"english","Yes",Trial12,21 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 7 mean,12,21,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,7,mean,Cn
33,3UN61F00HWQHMURZFEJ0TFNTCGMR5H,4,27,"English","Yes",Trial12,5 30-lucky-CxC CxC Eve_did_not_understand_her_chemistry_class. She_got_a_B. 3 lucky,12,5,30-lucky-CxC,CxC,Eve_did_not_understand_her_chemistry_class.,She_got_a_B.,3,lucky,Cx
251,39LOEL67OS68QAPZ2MP7N1U48S738R,21,26,"English","Yes",Trial12,22 25-lucky-CnC CnC Eve_didn't_hear_her_alarm_clock_this_morning. She_was_on_vacation. 4 lucky,12,22,25-lucky-CnC,CnC,Eve_didn't_hear_her_alarm_clock_this_morning.,She_was_on_vacation.,4,lucky,Cn
46,3EFVCAY5L3AJBORO57HU38BT4PTJ8J,13,24,"english","Yes",Trial12,14 55-mean-CnD CnD Jack_walked_past_an_old_man_with_a_cane. He_helped_him_across_the_street. 1 mean,12,14,55-mean-CnD,CnD,Jack_walked_past_an_old_man_with_a_cane.,He_helped_him_across_the_street.,1,mean,Cn
18,3T111IHZ5ER0NHTBI4WH5VSVYC5R98,17,22,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,18,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
226,32SVAV9L3FAM9YIEZK9LJS0ZYG73AV,7,58,"English","Yes",Trial12,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,12,8,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
54,32ZKVD547FORS8N65Y9HE3K5GYS3BQ,2,45,"English","Yes",Trial12,3 52-rude-CxD CxD Ann_was_sitting_in_a_park. She_made_a_call_on_her_cell_phone. 3 rude,12,3,52-rude-CxD,CxD,Ann_was_sitting_in_a_park.,She_made_a_call_on_her_cell_phone.,3,rude,Cx
123,3180JW2OT4D0O68M79ARRO122ZSJ5H,7,28,"English","Yes",Trial12,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 6 true,12,8,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,6,true,na
227,3DI28L7YXAFTP8LBSLXORIBTLBRE19,7,28,"English","Yes",Trial12,8 18-fortunate-CnD CnD Sue_had_a_backstage_pass_for_a_Beyonce_concert. She_was_kicked_out_by_a_bouncer. 3 fortunate,12,8,18-fortunate-CnD,CnD,Sue_had_a_backstage_pass_for_a_Beyonce_concert.,She_was_kicked_out_by_a_bouncer.,3,fortunate,Cn
23,3STRJBFXOWSXKSPUQQS1VJ7TXRETKH,18,24,"English%2FSpanish","Yes",Trial12,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,12,19,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
135,3A1COHJ8NJWNKIWYH7E9RVVERXP8H3,1,22,"English","Yes",Trial12,2 10-stupid-CxD CxD Zack_was_drinking_a_glass_of_wine. He_took_a_sip. 2 stupid,12,2,10-stupid-CxD,CxD,Zack_was_drinking_a_glass_of_wine.,He_took_a_sip.,2,stupid,Cx
106,3KRVW3HTZNMRVGCIM20R0R3BKDUSMV,21,48,"English","Yes",Trial12,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,12,22,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
124,39O5D9O87TTA2DFCJY5CPNQNYJS3CX,1,23,"English","Yes",Trial12,2 45-polite-CxC CxC Chad_watched_a_street_comedian. He_laughed. 7 polite,12,2,45-polite-CxC,CxC,Chad_watched_a_street_comedian.,He_laughed.,7,polite,Cx
81,30MVJZJNHMEJPTAYAZN83464OVBJ98,14,32,"English","Yes",Trial12,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,12,15,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
